Title,URL,Authors,Programs,Bugs,Bounty,PublicationDate,AddedDate,functionality,vulnerability_type,execution_context,attack_vector,language_or_framework,impact,technical_details
Handlebars template injection and RCE in a Shopify app,https://mahmoudsec.blogspot.com/2019/04/handlebars-template-injection-and-rce.html,Mahmoud Gamal (@Zombiehelp54),Shopify,"SSTI, RCE",10000,4/4/19,9/15/22,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,would have worked.
"Second bite on GitLab, and some interesting Ruby functions/features",https://blog.nyangawa.me/security/CVE-2018-18649-Gitlab-RCE/,Nyangawa,GitLab,RCE,10000,12/12/18,9/15/22,Imports/Sharing,Unrestricted File Write/Upload,Server-side RCE,Web Application Parameter,Ruby,Shell/Command Execution,Payload not explicitly detailed
$9240 Bounty in 30 days Hunt Challenge,https://blog.voorivex.team/9240-bounty-in-30-days-hunt-challenge,0xrz (@omidxrz),-,"Information disclosure, Reflected XSS, Account takeover, CORS misconfiguration, Web cache deception, Logic flaw, CSV injection, HTML injection, Client-side enforcement of server-side security, 2FA / MFA bypass, Broken Access Control, Privilege escalation, Pre-account takeover",9240,10/21/23,2/6/24,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,"</script><script>alert(origin)</script>, successfully triggering the desired alert."
Diving into Dependabot along with a bug in npm,https://blog.tyage.net/posts/2021-06-27-dependabot-rce/,tyage (@tyage),GitHub,"SSRF, RCE",8117,6/27/21,9/15/22,Admin/Config Panel,Command Injection,Server-side RCE,API Endpoint,Java,Shell/Command Execution,Payload not explicitly detailed
Google Chrome portal element fuzzing,https://blog.redteam.pl/2019/12/chrome-portal-element-fuzzing.html,Pawel Wylecial (@h0wlu),Google,"RCE, Memory corruption, Buffer Overflow, Use-After-Free",8000,12/6/19,9/15/22,General Application Logic,Command Injection,Server-side RCE,Web Application Parameter,Generic Linux,Shell/Command Execution,Payload not explicitly detailed
RCE Vulnerabilite in Yahoo Subdomain! ( Yahoo! RCE via Spring Engine SSTI ) By tghawkins,https://web.archive.org/web/20200929023045/https://www.mohamedharon.com/2018/01/rce-vulnerabilite-in-yahoo-subdomain.html,Mohamed Haron (@m7mdharon),Yahoo! / Verizon Media,RCE,8000,1/5/18,9/15/22,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,such as ${{7*7}} I was surprised to see that the arithmetic expression had been successfully evaluated within the response.
CVE-2021-30481: Source engine remote code execution via game invites,https://secret.club/2021/04/20/source-engine-rce-invite.html,floesen (@floesen_),Valve,"RCE, Integer underflow",8000,4/20/21,9/15/22,File Management,Command Injection,Server-side RCE,Web Application Parameter,Generic Linux,Shell/Command Execution,Payload not explicitly detailed
"$8,000 Bug Bounty Highlight: XSS to RCE in the Opera Browser",https://blogs.opera.com/security/2021/09/8000-bug-bounty-highlight-xss-to-rce-in-the-opera-browser,Renwa (@RenwaX23),Opera,"XSS, RCE",8000,9/24/21,9/15/22,Imports/Sharing,Unrestricted File Write/Upload,Desktop App RCE,Web Application Parameter,Java,Shell/Command Execution,Payload not explicitly detailed
Story of my Biggest Bounty ever : Command Execution on Jenkins,https://medium.com/@janijay007/story-of-my-biggest-bounty-evecommand-execution-on-jenkin-a73f5242b1e2,Jay Jani (@JayJani007),-,"RCE, Exposed Jenkins instance",8000,7/11/19,9/15/22,CI/CD Pipeline,Command Injection,CI/CD Pipeline RCE,Web Application Parameter,Generic Linux,Shell/Command Execution,Payload not explicitly detailed
Vulnerability in Hangouts Chat a.k.a. how Electron makes open redirect great again,https://blog.bentkowski.info/2018/07/vulnerability-in-hangouts-chat-aka-how.html,Michał Bentkowski (@SecurityMB),Google,"Open redirect, RCE",7500,7/24/18,9/15/22,General Application Logic,Command Injection,Server-side RCE,Web Application Parameter,Generic Linux,Shell/Command Execution,Payload not explicitly detailed
Exploiting the Source Engine (Part 2) - Full-Chain Client RCE in Source using Frida,https://ctf.re//source-engine/exploitation/2021/05/01/source-engine-2/,Geebz (@Gbps111),Valve,RCE,7500,5/4/21,9/15/22,Imports/Sharing,Command Injection,Desktop App RCE,Web Application Parameter,Java,Shell/Command Execution,"to anywhere within engine.dll. Without this infoleak bug, the payload could not be built because the attacker does not know the location of any module due to ASLR."
$7000 Bounty on a Single Web Application,https://blog.voorivex.team/7000-bounty-on-a-single-web-application,Amir Abbas (@ImAyrix),-,"RCE, Unrestricted file upload, Stored XSS, Reflected XSS, Account takeover, IDOR, Logic flaw",7000,11/1/23,2/6/24,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,Payload not explicitly detailed
How I made 7K on Epic Games Bug Bounty,https://infosecwriteups.com/how-i-made-7k-on-epic-games-bug-bounty-8529728b9fcf,SynapticSpace,Epic Games,"RCE, Websockets",7000,12/29/23,1/2/24,unknown,unknown,unknown,unknown,unknown,unknown,could not extract
How I earned a $7000 bug bounty from Grab (RCE Unique Bugs),https://web.archive.org/web/20220815093448/https://deb0con.medium.com/how-i-earned-a-7000-bug-bounty-from-grab-rce-unique-bugs-5e5037c5a58d,ANDRI,Grab,"RCE, Android",7000,8/13/22,9/15/22,Imports/Sharing,Insecure Deserialization,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,"to this to prove that we have execution, and we are done.Building The PayloadIn this case, the goal is to prove that we have execution, and the route I went is to have the server issue a GET request to Burp Collaborator. This can be done easily with the following sample code:This code can be compiled with the javac compiler, and then the resulting .class file should be Base64 encoded, and provided"
Ivanti EPM Remote Code Execution,https://machevalia.blog/blog/ivanti-epm-remote-code-execution,Nick Berrie (@machevalia),-,"RCE, Components with known vulnerabilities",6500,6/5/22,1/11/23,General Application Logic,Unrestricted File Write/Upload,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,Payload not explicitly detailed
SSH key injection in Google Cloud Compute Engine [Google VRP],https://blog.stazot.com/ssh-key-injection-google-cloud/,"Sivanesh Ashok (@sivaneshashok), Sreeram KL (@kl_sree)",Google,"OS command injection, RCE",6000,1/12/23,1/23/23,General Application Logic,Command Injection,Server-side RCE,Web Application Parameter,Generic Linux,Shell/Command Execution,Payload not explicitly detailed
Remote code execution in Managed Anthos Service Mesh control plane,https://lf.lc/vrp/203177829/,Anthony Weems,Google,RCE,6000,10/15/21,9/15/22,Admin/Config Panel,Unrestricted File Write/Upload,Server-side RCE,Web Application Parameter,Python,Shell/Command Execution,Payload not explicitly detailed
RCE on Starbucks Singapore and more for $5600,http://www.kamilonurozkaleli.com/posts/rce-on-starbucks-singapore-and-more/,Kamil Onur Özkaleli (@ko2sec),Starbucks,"RCE, Unrestricted file upload",5600,4/4/21,9/15/22,User Profile/Content,Unrestricted File Write/Upload,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,Payload not explicitly detailed
How I got 5500$ from Yahoo for RCE,https://medium.com/bugbountywriteup/how-i-got-5500-from-yahoo-for-rce-92fffb7145e6,Th3G3nt3lman (@Th3G3nt3lman),Yahoo! / Verizon Media,RCE,5500,6/4/17,9/15/22,Imports/Sharing,Unrestricted File Write/Upload,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,"that can bypass WAF to exploit this vulnerability.The detection method i found makes use of the Content-Type HTTP header to send a specially crafted packet. The header is shown below:Content-Type: %{#context[‘com.opensymphony.xwork2.dispatcher.HttpServletResponse’].addHeader(‘X-Ack-Th3g3nt3lman-POC’,4*4)}.multipart/form-dataThe new request asks the web server to multiple two numbers and can be use"
RCE due to Dependency Confusion — $5000 bounty!,https://chevonphillip.medium.com/rce-due-to-dependency-confusion-5000-bounty-fd1b294d645f,Chevon Phillip (@ChevonPhillip),-,"Dependency confusion, RCE",5000,5/10/23,5/11/23,Imports/Sharing,Command Injection,Server-side RCE,Third-party Library,Generic Linux,Shell/Command Execution,Payload not explicitly detailed
InstaBrute: Two Ways to Brute-force Instagram Account Credentials,https://www.arneswinnen.net/2016/05/instabrute-two-ways-to-brute-force-instagram-account-credentials/,Arne Swinnen (@ArneSwinnen),Meta / Facebook,"Bruteforce, Username enumeration",5000,5/19/16,9/15/22,User Profile/Content,Command Injection,Server-side RCE,Web Application Parameter,Python,Shell/Command Execution,Payload not explicitly detailed
"Secure Your Jenkins Instance Or Hackers Will Force You To! (Snapchat’s $5,000 Vulnerability)",https://nahamsec.com/posts/secure-your-jenkins-instance-or-hackers-will-force-you-to-snapchats-5000-vulnerability,Ben Sadeghipour (@nahamsec),Snapchat,"RCE, LFI, Exposed Jenkins instance",5000,8/22/17,9/15/22,CI/CD Pipeline,Insecure Deserialization,CI/CD Pipeline RCE,Web Application Parameter,Java,Shell/Command Execution,Payload not explicitly detailed
My Account Takeover Writeup: $5000,https://medium.com/@mrd17x/my-account-takeover-writeup-5000-6895492aa549,MRD7 (@_mrd7_),-,"Lack of rate limiting, Bruteforce",5000,11/21/22,11/25/22,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,Generic Linux,Shell/Command Execution,Payload not explicitly detailed
Pwn2Own Miami 2022: ICONICS GENESIS64 Arbitrary Code Execution,https://sector7.computest.nl/post/2022-10-iconics-genesis64/,Sector 7 (@sector7_nl),ICONICS,RCE,5000,10/17/22,10/17/22,General Application Logic,Insecure Deserialization,Server-side RCE,Web Application Parameter,.NET,Service Disruption (DoS),Payload not explicitly detailed
RCE due to ShowExceptions,https://sites.google.com/view/harshjaiswalblog/rce-due-to-showexceptions,Harsh Jaiswal (@rootxharsh),-,"RCE, Information disclosure, Debugging enabled",5000,7/20/18,9/15/22,Admin/Config Panel,Command Injection,Server-side RCE,Web Application Parameter,Ruby,Full System Compromise,Payload not explicitly detailed
0 Click ATO with the Sandwich Attack,https://www.landh.tech/blog/20230811-sandwich-attack/,Roni Carta (@0xLupin),-,"Account takeover, Sandwich Attack, Password reset, UUID, Bruteforce",5000,8/11/23,7/1/24,Imports/Sharing,Command Injection,Server-side RCE,API Endpoint,Ruby,Shell/Command Execution,Payload not explicitly detailed
Discord Desktop - Remote Code Execution,https://blog.electrovolt.io/posts/discord-rce/,"s1r1us (@s1r1u5_), ptr-yudai (@ptrYudai)",Discord,"RCE, XSS, Sandbox bypass, CSP bypass",5000,7/29/22,9/15/22,Imports/Sharing,Command Injection,Desktop App RCE,API Endpoint,Java,Shell/Command Execution,Payload not explicitly detailed
CVE-2023-38146: Arbitrary Code Execution via Windows Themes,https://exploits.forsale/themebleed/,gabe_k,Microsoft (Windows),"RCE, TOCTOU, DLL Hijacking",5000,9/13/23,9/19/23,Admin/Config Panel,Command Injection,Server-side RCE,Web Application Parameter,.NET,Shell/Command Execution,"I developed a PoC for this issue. The PoC consists of two components, an SMB server executable to be run on an attacker's machine, and a .theme file to be opened on the target's machine. I chose to use an attacker controlled SMB server for this because a .theme file may point to a .msstyle path on a remote SMB share. Since the SMB share is attacker controlled, it can easily exploit the TOCTOU bug "
Remote Code Execution on a Facebook server,https://blog.scrt.ch/2018/08/24/remote-code-execution-on-a-facebook-server/,Daniel Le Gall (@Blaklis_),Meta / Facebook,RCE,5000,8/24/18,9/15/22,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,"into my own sentrysid cookie. Here it is : #!/usr/bin/python import django.core.signing, django.contrib.sessions.serializers from django.http import HttpResponse import cPickle import os"
How I was able to revoke your Instagram 2FA,https://dhiyaneshgeek.github.io/web/security/2021/10/23/how-i-was-able-to-revoke-your-instagram-2fa/,Dhiyaneshwaran (@DhiyaneshDK),Meta / Facebook,"Bruteforce, Rate limiting bypass",5000,10/23/21,9/15/22,Admin/Config Panel,Command Injection,Server-side RCE,API Endpoint,Ruby,Shell/Command Execution,option as below.
Windows 10 RCE: The exploit is in the link,https://positive.security/blog/ms-officecmd-rce,"Fabian Bräunlein, Lukas Euler",Microsoft,RCE,5000,12/7/21,9/15/22,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,"`ms-officecmd:{}`, giving us the first hint for what the structure of a valid URI looks like.Observing JSON parsing in the URI handler ultimately confirmed that `ms-officecmd:` URIs have potential to do very complex things. We were determined to find out exactly what they can do.## Reversing LocalBridge.exe and AppBridge.dllTo find out more, we decided to start with decompiling `LocalBridge.exe`:D"
Discord Desktop app RCE,https://mksben.l0.cm/2020/10/discord-desktop-rce.html,Masato Kinugawa (@kinugawamasato),Discord,RCE,5000,10/17/20,9/15/22,Imports/Sharing,Command Injection,Desktop App RCE,Web Application Parameter,Java,Shell/Command Execution,Payload not explicitly detailed
"Write Up – Google Bug Bounty: XSS To Cloud Shell Instance Takeover (Rce As Root) – $5,000 USD",https://omespino.com/write-up-google-bug-bounty-xss-to-cloud-shell-instance-takeover-rce-as-root-5000-usd/,Omar Espino (@omespino),Google,"XSS, RCE",5000,10/1/20,9/15/22,Imports/Sharing,Command Injection,Server-side RCE,Web Application Parameter,Java,Shell/Command Execution,Payload not explicitly detailed
Abusing ImageMagick to obtain RCE,https://web.archive.org/web/20210116171139/https://strynx.org/imagemagick-rce/,Strynx (@Strynx_Security),-,"ImageTragick, RCE",5000,12/24/19,9/15/22,Admin/Config Panel,Command Injection,Server-side RCE,Web Application Parameter,PHP,Shell/Command Execution,was converted into base64 as the parameter supplying the request indicated it was base64 decoding the request. The newly generated payload for parameter d64: cHVzaCBncmFwaGljLWNvbnRleHQKdmlld2JveCAwIDAgMjAwIDIwMApmaWxsICd1cmwoaHR0cHM6Ly9leGFtcGxlLm9yZy92ZnFCbnJzbEpJaS8iO3NsZWVwICI2LjApJwpwb3AgZ3JhcGhpYy1jb250ZXh0It was observed that the payload was base64 decoded and the response was in a delay of
