Title,URL,Authors,Programs,Bugs,Bounty,PublicationDate,AddedDate
Achieving Remote Code Execution via Unrestricted File Upload,https://medium.com/@haroonhameed_76621/achieving-remote-code-execution-via-unrestricted-file-upload-6050f360c218,Haroon Hameed (@HaroonHameed40),-,"Unrestricted file upload, RCE",3000.0,2022-03-14,2022-09-15
RCE via Internal Access to Adminer Database Management (Critical),https://infosecwriteups.com/rce-via-internal-access-to-adminer-database-management-critical-d3dc2a1d392a,Ahmad Halabi (@Ahmad_Halabi_),-,RCE,3000.0,2021-04-24,2022-09-15
Hunting Android Application Bugs Using Android Studio.,https://co0nan.gitbook.io/wirteups/,Tarek Mohammed (@Conan0x3),-,"Broken authorization, Client-side enforcement of server-side security, Information disclosure",3000.0,2020-07-24,2022-09-15
Ability to bruteforce Instagram account’s password due to lack of rate limitation protection,https://ysamm.com/?p=396,Youssef Sammouda (@samm0uda),Meta / Facebook,"Lack of rate limiting, Bruteforce",3000.0,2020-03-11,2022-09-15
Exploiting File Uploads Pt. 2 – A Tale of a $3k worth RCE.,https://anotherhackerblog.com/exploiting-file-uploads-pt-2/,HackerOn2Wheels (@HackerOn2Wheels),-,"Unrestricted file upload, RCE",3000.0,2019-09-13,2022-09-15
Meta's SparkAR RCE Via ZIP Path Traversal,https://blog.fadyothman.com/metas-sparkar/,Fady Othman (@Fady_Othman),Meta / Facebook,"RCE, Path traversal",2500.0,2022-04-07,2022-09-15
Unleashing the Power of Recon: How I Earned $2500 in 5 Minutes,https://infosecwriteups.com/unleashing-the-power-of-recon-how-i-earned-2500-in-5-minutes-cve-2017-5638-ognl-injection-23ece4811f14,Karthikeyan.V (@karthithehacker),-,"OGNL injection, RCE, Components with known vulnerabilities",2500.0,2023-06-27,2023-06-27
Instagram's Million Dollar Bug,http://exfiltrated.com/research-Instagram-RCE.php,Wesley Wineberg,Meta / Facebook,RCE,2500.0,2015-12-27,2022-09-15
Not Your Stdout Bug - RCE in Cosmos SDK,https://maxwelldulin.com/BlogPost/stdout-cosmos-sdk-rce,Maxwell Dulin (@Dooflin5),Cosmos,"RCE, DoS, Security code review",2500.0,2023-11-10,2023-12-27
"[2,500$ Bug Bounty Write-Up] Remote Code Execution (RCE) via unclaimed Node package",https://medium.com/@p0lyxena/2-500-bug-bounty-write-up-remote-code-execution-rce-via-unclaimed-node-package-6b9108d10643,Fuleki Ioan,-,"RCE, Dependency confusion",2500.0,2024-09-18,2024-09-18
The Tale of a Command Injection by Changing the Logo,https://medium.com/@omidxrz/command-injection-by-changing-the-logo-2d730887ab6c,0xrz (@omidxrz),-,"RCE, OS command injection, Unrestricted file upload, Directory listing, HTTP response manipulation",2400.0,2023-02-26,2023-02-28
"Uncovering a Command Injection, $2400 Bounty",https://blog.voorivex.team/uncovering-a-command-injection-2400-bounty,0xrz (@omidxrz),-,"OS command injection, RCE, File upload, Weak credentials",2400.0,2023-10-14,2024-02-06
[RCE] Remote code execution at api.PrivateProgram.com (CVE-2017-5638),https://web.archive.org/web/20200929013706/https://www.mohamedharon.com/2019/04/apache-strust-rce.html,Mohamed Haron (@m7mdharon),-,RCE,2250.0,2019-04-12,2022-09-15
Code execution as root via AT commands on the Quectel EG25-G modem,https://nns.ee/blog/2021/04/03/modem-rce.html,nns,Quectel,"OS command injection, RCE",2000.0,2021-04-03,2022-09-15
RCE in GitHub Desktop < 2.9.4,https://github.com/Metnew/write-ups/tree/main/rce-github-desktop-2.9.3,Vladimir Metnew (@vladimir_metnew),GitHub,RCE,2000.0,2022-02-18,2022-09-15
WPML Multilingual CMS Authenticated Contributor+ Remote Code Execution (RCE) via Twig Server-Side Template Injection (SSTI),https://sec.stealthcopter.com/wpml-rce-via-twig-ssti/,Matthew Rollings (@stealthcopter),Wordfence,"SSTI, RCE, Security code review",1639.0,2024-08-21,2024-08-22
NodeBB 1.18.4 - Remote Code Execution With One Shot,https://blog.sonarsource.com/nodebb-remote-code-execution-with-one-shot,Sonar (@SonarSource),NodeBB,"RCE, XSS, Authentication bypass, Arbitrary file read",1536.0,2021-11-30,2022-09-15
Break the Logic: 5 Different Perspectives in Single Page (€1500),https://infosecwriteups.com/break-the-logic-5-different-perspectives-in-single-page-1500-5aa09da0fe7a,can1337 (@canmustdie),-,"Client-side enforcement of server-side security, IDOR, Broken authorization",1500.0,2022-08-26,2022-09-15
Hitting the jackpot with RCE!,https://medium.com/@gokulsspace/hitting-the-jackpot-with-rce-43755cac1415,Gokulsspace (@GokTest),-,"RCE, Unrestricted file upload",1500.0,2024-08-25,2024-08-26
Log4shell in google $1337.00,https://medium.com/@amnotacat/log4shell-in-google-1337-00-144684269bf8,amnotacat (@Amnotacat1),Google,"Log4shell, RCE",1337.0,2022-03-08,2022-09-15
HigherLogic Community RCE Vulnerability,https://blog.sorcery.ie/posts/higherlogic_rce/,0daystolive (@0daystolive),"8x8, IBM","Insecure deserialization, RCE",1250.0,2022-02-03,2022-09-15
"XSS, RCE & HTML File Upload in same endpoint",https://sa1tama0.medium.com/xss-rce-html-file-upload-in-same-endpoint-4a03348445f4,Tarikul Islam (@sa1tama0),-,"XSS, RCE, Unrestricted file upload",1200.0,2020-07-29,2022-09-15
CVE-2021-25738,https://j0vsec.com/post/cve-2021-25738/,Jordy Versmissen / J0VSEC (@j0v0x0),Kubernetes,RCE,1000.0,2021-08-07,2022-09-15
How I was able to remove your Instagram Phone number,https://medium.com/bugbountywriteup/how-i-was-able-to-remove-your-instagram-phone-number-d346515e79c3,Neeraj Sonaniya (@neeraj_sonaniya),Meta / Facebook,Bruteforce,1000.0,2017-02-20,2022-09-15
How I get 1000$ bounty for Discovering Account Takeover in Android Application,https://medium.com/@amolbhavar/how-i-get-1000-bounty-for-discovering-account-takeover-in-android-application-3c4f54fbde39,Amol Bhavar,-,"Account takeover, Android, Client-side enforcement of server-side security, OTP bypass",1000.0,2023-06-30,2023-07-03
How to get RCE on AEM instance without Java knowledge,https://medium.com/@byq/how-to-get-rce-on-aem-instance-without-java-knowledge-a995ceab0a83,byq (@ByQwert),-,RCE,1000.0,2019-10-01,2022-09-15
Dropping root shell in a Crypto Exchange for Fun and Profitn't,https://www.tnirmal.com.np/2021/08/dropping-root-shell-in-crypto-exchange.html,Nirmal Thapa (@tnirmalz),ChangeNOW,RCE,1000.0,2021-08-31,2022-09-15
HTML to PDF converter bug leads to RCE in Facebook server,https://ysamm.com/?p=280,Youssef Sammouda (@samm0uda),Meta / Facebook,RCE,1000.0,2019-09-02,2022-09-15
My First Un-Expected $$$$ Digit Bounty for an Un-Expected Vulnerability,https://medium.com/@mehtashobhit98/my-first-un-expected-digit-bounty-for-an-un-expected-vulnerability-b44933d6ebda,Shobhit Mehta,-,"Lack of rate limiting, Bruteforce",1000.0,2023-02-28,2023-02-28
Disable Any Unconfirmed Account in Facebook,https://medium.com/@lokeshdlk77/disable-any-unconfirmed-account-in-facebook-123aeba19426,Lokesh Kumar (@lokeshdlk77),Meta / Facebook,Bruteforce,1000.0,2019-11-21,2022-09-15
WordPress 5.1 CSRF to Remote Code Execution,https://www.sonarsource.com/blog/wordpress-csrf-to-rce/,Simon Scannell (@scannell_simon),WordPress,"CSRF, RCE, HTML injection",950.0,2019-03-13,2022-09-15
My First RCE (Stressed Employee gets me 2x bounty),https://medium.com/@abhishake100/my-first-rce-stressed-employee-gets-me-2x-bounty-c4879c277e37,Abhishek Yadav (@abhishake100),-,"Unrestricted file upload, RCE",900.0,2020-01-10,2022-09-15
The UI Slip I Hit 750$: UI Manipulation Leading to Unauthorized Permission Changes,https://medium.com/bugbountywriteup/the-ui-slip-i-hit-750-ui-manipulation-leading-to-unauthorized-permission-changes-d65621d8dd96,Sumit Kumar,-,"Privilege escalation, Client-side enforcement of server-side security",750.0,2024-02-04,2024-05-08
About a Sucuri RCE...and How Not to Handle Bug Bounty Reports,https://www.rcesecurity.com/2019/06/about-a-sucuri-rce-and-how-not-to-handle-bug-bounty-reports/,Julien Ahrens (@MrTuxracer),Sucuri,RCE,750.0,2019-06-20,2022-09-15
How I Earned $750 Bounty Reward From AT&T bug Bounty -Adesh Kolte,https://web.archive.org/web/20200814185643/https://medium.com/@adeshkolte/how-i-earned-750-bounty-reward-from-at-t-bug-bounty-adesh-kolte-ae62dea44083,Adesh Nandkishor kolte (@AdeshKolte),AT&T,"RCE, Clickjacking, XSS, Same Origin Method Execution",750.0,2018-06-01,2022-09-15
"One mistake, Three bugs: Comprehensive android pentesting.",https://medium.com/@kushjain0107/one-mistake-three-bugs-comprehensive-android-pentesting-a8fc68e36af5,Kushal Jain,-,"Android, Bruteforce, Buffer Overflow, Memory corruption",600.0,2023-06-24,2023-06-27
Unhiding the hidden,https://medium.com/bugbountywriteup/unhiding-the-hidden-2ef44192c10b,I am Broot,-,"Client-side enforcement of server-side security, Broken authorization, CSRF",530.0,2020-08-31,2022-09-15
Telegram (v4.9.155353) was rendering file:// links + opening them via NSWorkspace.open -> code execution.,https://github.com/Metnew/telegram-links-nsworkspace-open,Vladimir Metnew (@vladimir_metnew),Telegram,RCE,500.0,2019-12-08,2022-09-15
$500 for Cracking Invitation Code For Unauthorized Access & Account Takeover,https://infosecwriteups.com/500-for-cracking-invitation-code-for-unauthorized-access-account-takeover-558c663fb947,Sachin Sharma,-,"Account takeover, OTP bruteforce",500.0,2024-08-06,2024-08-06
Force Browsing bug at Facebook business plan ($500 Bounty),https://dewcode.medium.com/force-browsing-bug-at-facebook-business-plan-500-bounty-73d1bb4883af,Dewanand Vishal (@dewcode91),Meta / Facebook,"Broken authorization, Forced browsing",500.0,2021-09-29,2022-09-15
Discovering a zero day and getting code execution on Mozilla's AWS Network,https://blog.assetnote.io/bug-bounty/2019/03/19/rce-on-mozilla-zero-day-webpagetest/,"Shubham Shah (@infosec_au), Mathias Karlsson (@avlidienbrunn)",Mozilla,RCE,500.0,2019-03-19,2022-09-15
Complete Web Server Access,https://medium.com/@saadahmedx/complete-web-server-access-46d19279a2b,Saad Ahmed (@XSaadAhmedX),-,"Unrestricted file upload, RCE",500.0,2019-06-15,2022-09-15
Using Burp Suite match and replace settings to escalate your user privileges and find hidden features,https://www.jonbottarini.com/2019/06/17/using-burp-suite-match-and-replace-settings-to-escalate-your-user-privileges-and-find-hidden-features/,Jon Bottarini (@jon_bottarini),New Relic,Client-side enforcement of server-side security,500.0,2019-06-17,2022-09-15
Remote Code Execution Vulnerability in Google They Are Not Willing To Fix,https://giraffesecurity.dev/posts/google-remote-code-execution/,Giraffe Security,Google,"Dependency confusion, RCE",500.0,2023-04-14,2023-04-24
$500 for Cracking Invitation Code For Unauthorized Access & Account Takeover,https://medium.com/@a13h1/500-for-cracking-invitation-code-for-unauthorized-access-account-takeover-558c663fb947,Abhi Sharma (@a13h1_),-,"OTP bruteforce, Account takeover",500.0,2024-07-07,2024-07-15
[UNPATCHED] Cli: gh run download implementation allows overwriting git repository configuration upon artifacts downloading,https://github.com/Metnew/write-ups/tree/main/rce-gh-cli-run-download,Vladimir Metnew (@vladimir_metnew),GitHub,RCE,500.0,2022-05-04,2022-09-15
Github Secrets exposed due to RCE in Formatter Action from pull_request_target event,https://lf.lc/vrp/175896812/,Anthony Weems,Google,RCE,500.0,2020-12-17,2022-09-15
10 golden minutes for taking over a Chess.com account,https://infosecwriteups.com/10-golden-minutes-for-taking-over-a-chess-com-account-56e73f7c5f0d,Seqrity (@seqrity9),Chess.com,"Lack of rate limiting, Bruteforce, Session expiration issue",400.0,2021-09-14,2022-09-15
Security vs Compliance-Cloudflare Password Policy Restriction Bypass,https://infosecwriteups.com/security-vs-compliance-cloudflare-password-policy-restriction-bypass-da07ca7df4f2,Lohith Gowda M (@lohigowda_in),Cloudflare,Client-side enforcement of server-side security,300.0,2022-09-29,2022-10-02
It took me only 5 minutes to find an RCE on Bentley,https://medium.com/@divyanshsharma2401/it-took-me-only-5-minutes-to-find-an-rce-on-bentley-38265da15788,Divyansh Sharma,Bentley,"RCE, Weak credentials",300.0,2020-06-21,2022-09-15
Hacking on a Private Program (Salseforce crm),https://thinkermaruf.medium.com/hacking-on-a-private-program-salseforce-crm-12bfef43fcc7,Maruf Hosan (@thinkermaruff),-,"RCE, OS command injection",300.0,2022-07-13,2022-09-15
Pre-Auth Remote Code Execution - Web Page Test,https://thinkloveshare.com/hacking/preauth_remote_code_execution_web_page_test/,Laluka (@TheLaluka),CatchPoint,"RCE, SSRF",300.0,2022-09-23,2022-09-26
Remote Code execution at ws1.aholdusa.com — Compromising logins of Ahold Delhaize USA employees for >3.5 years (or even 18 years?),https://medium.com/@jonathanbouman/remote-code-execution-at-ws1-aholdusa-com-compromising-logins-of-ahold-delhaize-usa-employees-c7c9aca7e05d,Jonathan Bouman (@JonathanBouman),Ahold Delhaize,"RCE, Reflected XSS, SSTI",300.0,2023-12-14,2023-12-26
Leaked Salesforce API access token at IKEA.com,https://medium.com/@jonathanbouman/leaked-salesforce-api-access-token-at-ikea-com-132eea3844e0,Jonathan Bouman (@JonathanBouman),Ikea,"Information disclosure, Salesforce",250.0,2019-04-04,2022-09-15
Admin Account total Information Disclosure,https://medium.com/@nishantrustlingup/admin-account-total-information-disclosure-72ec60da4a78,Nishant Saurav (@inishantsinha),-,"Source code disclosure, Information disclosure",200.0,2019-06-15,2022-09-15
Exploitation of file’s download parameters to create potential risk of malware delivery: $200 bug!,https://muhammad-aamir.medium.com/exploitation-of-files-download-parameters-to-create-potential-risk-of-malware-delivery-200-bug-e2bcce0e737,Muhammad Aamir (@Muhammad__Aamir),-,"CSRF, RCE",200.0,2021-10-17,2022-09-15
Wiz Research finds architecture risks that may compromise AI-as-a-Service providers and consequently risk customer data; works with Hugging Face on mitigations,https://www.wiz.io/blog/wiz-and-hugging-face-address-risks-to-ai-infrastructure,"Shir Tamari (@shirtamari), Sagi Tzadik (@sagitz_)",Hugging Face,"AI, Malicious AI model, Cloud, CI/CD, RCE, Insecure deserialization, Privilege escalation, Supply chain attack, Cross-tenant vulnerability",200.0,2024-04-04,2024-05-08
Finding bugs on Chess.com,https://medium.com/bugbountywriteup/finding-bugs-on-chess-com-739a71fbdb31,Seqrity (@seqrity9),Chess.com,"Lack of rate limiting, Bruteforce, CSRF",180.0,2021-01-07,2022-09-15
Visual Studio Code Security: Markdown Vulnerabilities in Third-Party Extensions (2/3),https://www.sonarsource.com/blog/vscode-security-markdown-vulnerabilities-in-extensions/,"Thomas Chauchefoin (@swapgs), Paul Gerste","GitKraken, Microsoft","RCE, Arbitrary Code Execution, Markdown injection, Security code review",100.0,2023-11-14,2024-01-18
From a GLPI patch bypass to RCE,https://sensepost.com/blog/2024/from-a-glpi-patch-bypass-to-rce/,Guilhem Rioux (@GuilhemRioux),GLPI,"RCE, SQL injection, LFI, Security code review",0.0,2024-06-20,2024-08-04
403 Forbidden Bypass,https://dewangpanchal98.medium.com/403-forbidden-bypass-fc8b5df109b7,th3.d1p4k (@DipakPanchal05),-,"403 bypass, Forced browsing",0.0,2021-05-21,2022-09-15
Counter-Strike Global Offsets: reliable remote code execution,https://secret.club/2021/05/13/source-engine-rce-join.html,"brymko (@brymko), dezk (@cffsmith), Simon Scannell (@scannell_simon)",Valve,RCE,0.0,2021-05-13,2022-09-15
NoSQL Injections in Rocket.Chat 3.12.1: How A Small Leak Grounds A Rocket,https://www.sonarsource.com/blog/nosql-injections-in-rocket-chat/,Paul Gerste,Rocket.Chat,"NoSQL injection, RCE",0.0,2021-05-18,2022-09-15
Unauthorized access to Django Admin Dashboard by endpoint leaked on GitHub,https://notifybugme.medium.com/unauthorized-access-to-django-admin-dashboard-by-endpoint-leaked-on-github-5336969ddbbc,Santosh Kumar Sha (@killmongar1996),-,"Missing authentication, Forced browsing",0.0,2021-05-10,2022-09-15
How I Hacked Google App Engine: Anatomy of a Java Bytecode Exploit,https://blog.polybdenum.com/2021/05/05/how-i-hacked-google-app-engine-anatomy-of-a-java-bytecode-exploit.html,-,Google,RCE,0.0,2021-05-05,2022-09-15
Probllama: Ollama Remote Code Execution Vulnerability (CVE-2024-37032) – Overview and Mitigations,https://www.wiz.io/blog/probllama-ollama-vulnerability-cve-2024-37032,Sagi Tzadik (@sagitz_),Ollama,"AI, RCE, Path traversal, Arbitrary file write",0.0,2024-06-24,2024-07-01
Exploiting Open Redirect - Whitelist Bypass Using Salesforce Environment,https://payatu.com/blog/gaurav/exploiting-open-redirect,Gaurav Nayak (@4auvar),-,"Open redirect, Token theft, Salesforce",0.0,2021-06-02,2022-09-15
Joomla Password Reset Vulnerability And A Stored XSS For Full Compromise,https://fortbridge.co.uk/research/joomla-password-reset-vulnerability-and-stored-xss-for-full-compromise/,Adrian Tiron (@Adrian__T),-,"Password reset, Stored XSS, Privilege escalation, RCE, Security code review",0.0,2021-06-07,2023-05-04
Blind Command Injection - It hurts,https://shahjerry33.medium.com/blind-command-injection-it-hurts-9f396c1f63f2,Jerry Shah (@Jerry),-,"Command injection, RCE",0.0,2021-06-14,2022-09-15
"13 Nagios Vulnerabilities, #7 will SHOCK you!",https://skylightcyber.com/2021/05/20/13-nagios-vulnerabilities-7-will-shock-you/,Samir Ghanem (@sam0x21r),Nagios,"RCE, Local Privilege Escalation, XSS, Security code review",0.0,2021-05-20,2023-02-22
A christmas tale: pwning GTB Central Console (CVE-2024-22107 & CVE-2024-22108),https://adepts.of0x.cc/gtbcc-pwned/,X-C3LL (@TheXC3LL),GTB Technologies,"DLP software, SQL injection, OS Command injection, RCE, Security code review",0.0,2024-01-23,2024-02-01
Authentication Bypass | Easy P1 in 10 minutes,https://infosecwriteups.com/authentication-bypass-easy-p1-in-10-minutes-54d5a2093e54,Anirudh Makkar (@anirudhmakkar),-,"Authentication bypass, Forced browsing",0.0,2021-06-16,2022-09-15
Pre-Auth RCE in Moodle Part I - PHP Object Injection in Shibboleth,https://haxolot.com/posts/2021/moodle_pre_auth_shibboleth_rce_part1/,"Johannes Moritz, Robin Peraglie",Moodle,"RCE, PHP object injection",0.0,2021-07-27,2022-09-15
Brand-new prototype pollution gadget in MongoDB leading to RCE,https://infosecwriteups.com/brand-new-prototype-pollution-gadget-in-mongodb-leading-to-rce-8c5e0087c15e,Vuusale,MongoDB,"RCE, Prototype pollution",0.0,2024-06-17,2024-07-22
How I got RCE In The World Largest Russian Company,https://infosecwriteups.com/how-i-got-rce-in-the-world-largest-russian-company-8e6e8288bc4e,Sicksec (@OriginalSicksec),Mail.ru,RCE,0.0,2021-08-20,2022-09-15
Re-moo-te Code Execution in Mailcow: Always Sanitize Error Messages,https://www.sonarsource.com/blog/remote-code-execution-in-mailcow-always-sanitize-error-messages/,Paul Gerste,Mailcow,"RCE, Path traversal, Arbitrary file overwrite, XSS, Security code review",0.0,2024-06-17,2024-07-22
Do you like to read? I can take over your Kindle with an e-book,https://research.checkpoint.com/2021/i-can-take-over-your-kindle/,Slava Makkaveev,Amazon,"Memory corruption, RCE, Local Privilege Escalation",0.0,2021-08-06,2022-09-15
